timestamp,sequence,message
2025-03-15T20:24:46.873056,1,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:47.162452,2,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:47.443240,3,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:47.731081,4,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:48.590649,5,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:49.066556,6,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:50.126376,7,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:50.505173,8,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:51.542879,9,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
2025-03-15T20:24:51.919394,10,"{'我': 'API錯誤: 404 models/gemini-flash-2.0 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.'}"
