timestamp,sequence,message
2025-03-15T20:37:50.838328,1,{'我': '等等要吃什麼？\n'}
2025-03-15T20:37:54.524095,2,"{'我得知': ""標題：10 大波士頓最佳美食餐廳(2025)\n摘要：波士頓美食餐廳 · 1. Bostonia Public House. (1,445) · 2. Theo's Cozy Corner Restaurant. (427) · 3. Boston Sail Loft. (1,438) · 4. James Hook & Co. (1,808) · 5.""}"
2025-03-15T20:37:55.043562,3,{'我': '波士頓有啥好吃的？\n'}
2025-03-15T20:37:58.514003,4,{'我': '龍蝦堡好像不錯？\n'}
2025-03-15T20:38:02.061015,5,{'我': '要不要試試看？\n'}
2025-03-15T20:38:05.579590,6,{'我': '真的假的？\n'}
2025-03-15T20:38:09.125024,7,{'我': '聽起來很讚欸…\n'}
2025-03-15T20:38:12.853986,8,{'我': '要多少錢啊？\n'}
2025-03-15T20:38:17.666436,9,"{'我得知': ""標題：【東京】Luke's Lobster龍蝦堡：爆量龍蝦肉！超人氣表參道美食\n摘要：Luke's Lobster菜單推薦No.1「LOBSTER ROLL」龍蝦堡，尺寸分MEGA (7,440日圓)、LARGE (4,960日圓)、REGULAR (2,480日圓) 、LIGHT (1,700日圓)，麵包尺寸是 ...""}"
2025-03-15T20:38:18.222253,10,{'我': '靠北，有夠貴…\n'}
2025-03-15T20:38:21.733668,10,{'我': '吃土囉…\n'}
2025-03-15T20:38:25.241789,10,{'我': '算了，吃泡麵好了…\n'}
2025-03-15T20:38:28.652431,10,{'我': '加蛋？\n'}
2025-03-15T20:38:32.308334,10,{'我': '要不要加辣？\n'}
2025-03-15T20:38:35.893304,10,{'我': '加爆！\n'}
